pokedex_id,abilities
0001,"['Overgrow', 'Chlorophyll']"
0002,"['Overgrow', 'Chlorophyll']"
0003,"['Overgrow', 'Chlorophyll']"
0003,"['Overgrow', 'Chlorophyll']"
0004,"['Blaze', 'Solar Power']"
0005,"['Blaze', 'Solar Power']"
0006,"['Blaze', 'Solar Power']"
0006,"['Blaze', 'Solar Power']"
0006,"['Blaze', 'Solar Power']"
0007,"['Torrent', 'Rain Dish']"
0008,"['Torrent', 'Rain Dish']"
0009,"['Torrent', 'Rain Dish']"
0009,"['Torrent', 'Rain Dish']"
0010,"['Shield Dust', 'Run Away']"
0011,['Shed Skin']
0012,"['Compound Eyes', 'Tinted Lens']"
0013,"['Shield Dust', 'Run Away']"
0014,['Shed Skin']
0015,"['Swarm', 'Sniper']"
0015,"['Swarm', 'Sniper']"
0016,"['Keen Eye', 'Tangled Feet', 'Big Pecks']"
0017,"['Keen Eye', 'Tangled Feet', 'Big Pecks']"
0018,"['Keen Eye', 'Tangled Feet', 'Big Pecks']"
0018,"['Keen Eye', 'Tangled Feet', 'Big Pecks']"
0019,"['Run Away', 'Guts', 'Hustle']"
0019,"['Run Away', 'Guts', 'Hustle']"
0020,"['Run Away', 'Guts', 'Hustle']"
0020,"['Run Away', 'Guts', 'Hustle']"
0021,"['Keen Eye', 'Sniper']"
0022,"['Keen Eye', 'Sniper']"
0023,"['Intimidate', 'Shed Skin', 'Unnerve']"
0024,"['Intimidate', 'Shed Skin', 'Unnerve']"
0025,"['Static', 'Lightning Rod']"
0025,"['Static', 'Lightning Rod']"
0026,"['Static', 'Lightning Rod']"
0026,"['Static', 'Lightning Rod']"
0027,"['Sand Veil', 'Sand Rush']"
0027,"['Sand Veil', 'Sand Rush']"
0028,"['Sand Veil', 'Sand Rush']"
0028,"['Sand Veil', 'Sand Rush']"
0029,"['Poison Point', 'Rivalry', 'Hustle']"
0030,"['Poison Point', 'Rivalry', 'Hustle']"
0031,"['Poison Point', 'Rivalry', 'Sheer Force']"
0032,"['Poison Point', 'Rivalry', 'Hustle']"
0033,"['Poison Point', 'Rivalry', 'Hustle']"
0034,"['Poison Point', 'Rivalry', 'Sheer Force']"
0035,"['Cute Charm', 'Magic Guard', 'Friend Guard']"
0036,"['Cute Charm', 'Magic Guard', 'Unaware']"
0037,"['Flash Fire', 'Drought']"
0037,"['Flash Fire', 'Drought']"
0038,"['Flash Fire', 'Drought']"
0038,"['Flash Fire', 'Drought']"
0039,"['Cute Charm', 'Competitive', 'Friend Guard']"
0040,"['Cute Charm', 'Competitive', 'Frisk']"
0041,"['Inner Focus', 'Infiltrator']"
0042,"['Inner Focus', 'Infiltrator']"
0043,"['Chlorophyll', 'Run Away']"
0044,"['Chlorophyll', 'Stench']"
0045,"['Chlorophyll', 'Effect Spore']"
0046,"['Effect Spore', 'Dry Skin', 'Damp']"
0047,"['Effect Spore', 'Dry Skin', 'Damp']"
0048,"['Compound Eyes', 'Tinted Lens', 'Run Away']"
0049,"['Shield Dust', 'Tinted Lens', 'Wonder Skin']"
0050,"['Sand Veil', 'Arena Trap', 'Sand Force']"
0050,"['Sand Veil', 'Arena Trap', 'Sand Force']"
0051,"['Sand Veil', 'Arena Trap', 'Sand Force']"
0051,"['Sand Veil', 'Arena Trap', 'Sand Force']"
0052,"['Pickup', 'Technician', 'Unnerve']"
0052,"['Pickup', 'Technician', 'Unnerve']"
0052,"['Pickup', 'Technician', 'Unnerve']"
0053,"['Limber', 'Technician', 'Unnerve']"
0053,"['Limber', 'Technician', 'Unnerve']"
0054,"['Damp', 'Cloud Nine', 'Swift Swim']"
0055,"['Damp', 'Cloud Nine', 'Swift Swim']"
0056,"['Vital Spirit', 'Anger Point', 'Defiant']"
0057,"['Vital Spirit', 'Anger Point', 'Defiant']"
0058,"['Intimidate', 'Flash Fire', 'Justified']"
0058,"['Intimidate', 'Flash Fire', 'Justified']"
0059,"['Intimidate', 'Flash Fire', 'Justified']"
0059,"['Intimidate', 'Flash Fire', 'Justified']"
0060,"['Water Absorb', 'Damp', 'Swift Swim']"
0061,"['Water Absorb', 'Damp', 'Swift Swim']"
0062,"['Water Absorb', 'Damp', 'Swift Swim']"
0063,"['Synchronize', 'Inner Focus', 'Magic Guard']"
0064,"['Synchronize', 'Inner Focus', 'Magic Guard']"
0065,"['Synchronize', 'Inner Focus', 'Magic Guard']"
0065,"['Synchronize', 'Inner Focus', 'Magic Guard']"
0066,"['Guts', 'No Guard', 'Steadfast']"
0067,"['Guts', 'No Guard', 'Steadfast']"
0068,"['Guts', 'No Guard', 'Steadfast']"
0069,"['Chlorophyll', 'Gluttony']"
0070,"['Chlorophyll', 'Gluttony']"
0071,"['Chlorophyll', 'Gluttony']"
0072,"['Clear Body', 'Liquid Ooze', 'Rain Dish']"
0073,"['Clear Body', 'Liquid Ooze', 'Rain Dish']"
0074,"['Rock Head', 'Sturdy', 'Sand Veil']"
0074,"['Rock Head', 'Sturdy', 'Sand Veil']"
0075,"['Rock Head', 'Sturdy', 'Sand Veil']"
0075,"['Rock Head', 'Sturdy', 'Sand Veil']"
0076,"['Rock Head', 'Sturdy', 'Sand Veil']"
0076,"['Rock Head', 'Sturdy', 'Sand Veil']"
0077,"['Run Away', 'Flash Fire', 'Flame Body']"
0077,"['Run Away', 'Flash Fire', 'Flame Body']"
0078,"['Run Away', 'Flash Fire', 'Flame Body']"
0078,"['Run Away', 'Flash Fire', 'Flame Body']"
0079,"['Oblivious', 'Own Tempo', 'Regenerator']"
0079,"['Oblivious', 'Own Tempo', 'Regenerator']"
0080,"['Oblivious', 'Own Tempo', 'Regenerator']"
0080,"['Oblivious', 'Own Tempo', 'Regenerator']"
0080,"['Oblivious', 'Own Tempo', 'Regenerator']"
0081,"['Magnet Pull', 'Sturdy', 'Analytic']"
0082,"['Magnet Pull', 'Sturdy', 'Analytic']"
0083,"['Keen Eye', 'Inner Focus', 'Defiant']"
0083,"['Keen Eye', 'Inner Focus', 'Defiant']"
0084,"['Run Away', 'Early Bird', 'Tangled Feet']"
0085,"['Run Away', 'Early Bird', 'Tangled Feet']"
0086,"['Thick Fat', 'Hydration', 'Ice Body']"
0087,"['Thick Fat', 'Hydration', 'Ice Body']"
0088,"['Stench', 'Sticky Hold', 'Poison Touch']"
0088,"['Stench', 'Sticky Hold', 'Poison Touch']"
0089,"['Stench', 'Sticky Hold', 'Poison Touch']"
0089,"['Stench', 'Sticky Hold', 'Poison Touch']"
0090,"['Shell Armor', 'Skill Link', 'Overcoat']"
0091,"['Shell Armor', 'Skill Link', 'Overcoat']"
0092,['Levitate']
0093,['Levitate']
0094,['Cursed Body']
0094,['Cursed Body']
0095,"['Rock Head', 'Sturdy', 'Weak Armor']"
0096,"['Insomnia', 'Forewarn', 'Inner Focus']"
0097,"['Insomnia', 'Forewarn', 'Inner Focus']"
0098,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']"
0099,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']"
0100,"['Soundproof', 'Static', 'Aftermath']"
0100,"['Soundproof', 'Static', 'Aftermath']"
0101,"['Soundproof', 'Static', 'Aftermath']"
0101,"['Soundproof', 'Static', 'Aftermath']"
0102,"['Chlorophyll', 'Harvest']"
0103,"['Chlorophyll', 'Harvest']"
0103,"['Chlorophyll', 'Harvest']"
0104,"['Rock Head', 'Lightning Rod', 'Battle Armor']"
0105,"['Rock Head', 'Lightning Rod', 'Battle Armor']"
0105,"['Rock Head', 'Lightning Rod', 'Battle Armor']"
0106,"['Limber', 'Reckless', 'Unburden']"
0107,"['Keen Eye', 'Iron Fist', 'Inner Focus']"
0108,"['Own Tempo', 'Oblivious', 'Cloud Nine']"
0109,"['Levitate', 'Neutralizing Gas', 'Stench']"
0110,"['Levitate', 'Neutralizing Gas', 'Stench']"
0110,"['Levitate', 'Neutralizing Gas', 'Stench']"
0111,"['Lightning Rod', 'Rock Head', 'Reckless']"
0112,"['Lightning Rod', 'Rock Head', 'Reckless']"
0113,"['Natural Cure', 'Serene Grace', 'Healer']"
0114,"['Chlorophyll', 'Leaf Guard', 'Regenerator']"
0115,"['Early Bird', 'Scrappy', 'Inner Focus']"
0115,"['Early Bird', 'Scrappy', 'Inner Focus']"
0116,"['Swift Swim', 'Sniper', 'Damp']"
0117,"['Poison Point', 'Sniper', 'Damp']"
0118,"['Swift Swim', 'Water Veil', 'Lightning Rod']"
0119,"['Swift Swim', 'Water Veil', 'Lightning Rod']"
0120,"['Illuminate', 'Natural Cure', 'Analytic']"
0121,"['Illuminate', 'Natural Cure', 'Analytic']"
0122,"['Soundproof', 'Filter', 'Technician']"
0122,"['Soundproof', 'Filter', 'Technician']"
0123,"['Swarm', 'Technician', 'Steadfast']"
0124,"['Oblivious', 'Forewarn', 'Dry Skin']"
0125,"['Static', 'Vital Spirit']"
0126,"['Flame Body', 'Vital Spirit']"
0127,"['Hyper Cutter', 'Mold Breaker', 'Moxie']"
0127,"['Hyper Cutter', 'Mold Breaker', 'Moxie']"
0128,"['Intimidate', 'Anger Point', 'Sheer Force']"
0128,"['Intimidate', 'Anger Point', 'Sheer Force']"
0128,"['Intimidate', 'Anger Point', 'Sheer Force']"
0128,"['Intimidate', 'Anger Point', 'Sheer Force']"
0129,"['Swift Swim', 'Rattled']"
0130,"['Intimidate', 'Moxie']"
0130,"['Intimidate', 'Moxie']"
0131,"['Water Absorb', 'Shell Armor', 'Hydration']"
0132,"['Limber', 'Imposter']"
0133,"['Run Away', 'Adaptability', 'Anticipation']"
0133,"['Run Away', 'Adaptability', 'Anticipation']"
0134,"['Water Absorb', 'Hydration']"
0135,"['Volt Absorb', 'Quick Feet']"
0136,"['Flash Fire', 'Guts']"
0137,"['Trace', 'Download', 'Analytic']"
0138,"['Swift Swim', 'Shell Armor', 'Weak Armor']"
0139,"['Swift Swim', 'Shell Armor', 'Weak Armor']"
0140,"['Swift Swim', 'Battle Armor', 'Weak Armor']"
0141,"['Swift Swim', 'Battle Armor', 'Weak Armor']"
0142,"['Rock Head', 'Pressure', 'Unnerve']"
0142,"['Rock Head', 'Pressure', 'Unnerve']"
0143,"['Immunity', 'Thick Fat', 'Gluttony']"
0144,"['Pressure', 'Snow Cloak']"
0144,"['Pressure', 'Snow Cloak']"
0145,"['Pressure', 'Static']"
0145,"['Pressure', 'Static']"
0146,"['Pressure', 'Flame Body']"
0146,"['Pressure', 'Flame Body']"
0147,"['Shed Skin', 'Marvel Scale']"
0148,"['Shed Skin', 'Marvel Scale']"
0149,"['Inner Focus', 'Multiscale']"
0150,"['Pressure', 'Unnerve']"
0150,"['Pressure', 'Unnerve']"
0150,"['Pressure', 'Unnerve']"
0151,['Synchronize']
0152,"['Overgrow', 'Leaf Guard']"
0153,"['Overgrow', 'Leaf Guard']"
0154,"['Overgrow', 'Leaf Guard']"
0155,"['Blaze', 'Flash Fire']"
0156,"['Blaze', 'Flash Fire']"
0157,"['Blaze', 'Flash Fire']"
0157,"['Blaze', 'Flash Fire']"
0158,"['Torrent', 'Sheer Force']"
0159,"['Torrent', 'Sheer Force']"
0160,"['Torrent', 'Sheer Force']"
0161,"['Run Away', 'Keen Eye', 'Frisk']"
0162,"['Run Away', 'Keen Eye', 'Frisk']"
0163,"['Insomnia', 'Keen Eye', 'Tinted Lens']"
0164,"['Insomnia', 'Keen Eye', 'Tinted Lens']"
0165,"['Swarm', 'Early Bird', 'Rattled']"
0166,"['Swarm', 'Early Bird', 'Iron Fist']"
0167,"['Swarm', 'Insomnia', 'Sniper']"
0168,"['Swarm', 'Insomnia', 'Sniper']"
0169,"['Inner Focus', 'Infiltrator']"
0170,"['Volt Absorb', 'Illuminate', 'Water Absorb']"
0171,"['Volt Absorb', 'Illuminate', 'Water Absorb']"
0172,"['Static', 'Lightning Rod']"
0173,"['Cute Charm', 'Magic Guard', 'Friend Guard']"
0174,"['Cute Charm', 'Competitive', 'Friend Guard']"
0175,"['Hustle', 'Serene Grace', 'Super Luck']"
0176,"['Hustle', 'Serene Grace', 'Super Luck']"
0177,"['Synchronize', 'Early Bird', 'Magic Bounce']"
0178,"['Synchronize', 'Early Bird', 'Magic Bounce']"
0179,"['Static', 'Plus']"
0180,"['Static', 'Plus']"
0181,"['Static', 'Plus']"
0181,"['Static', 'Plus']"
0182,"['Chlorophyll', 'Healer']"
0183,"['Thick Fat', 'Huge Power', 'Sap Sipper']"
0184,"['Thick Fat', 'Huge Power', 'Sap Sipper']"
0185,"['Sturdy', 'Rock Head', 'Rattled']"
0186,"['Water Absorb', 'Damp', 'Drizzle']"
0187,"['Chlorophyll', 'Leaf Guard', 'Infiltrator']"
0188,"['Chlorophyll', 'Leaf Guard', 'Infiltrator']"
0189,"['Chlorophyll', 'Leaf Guard', 'Infiltrator']"
0190,"['Run Away', 'Pickup', 'Skill Link']"
0191,"['Chlorophyll', 'Solar Power', 'Early Bird']"
0192,"['Chlorophyll', 'Solar Power', 'Early Bird']"
0193,"['Speed Boost', 'Compound Eyes', 'Frisk']"
0194,"['Damp', 'Water Absorb', 'Unaware']"
0194,"['Damp', 'Water Absorb', 'Unaware']"
0195,"['Damp', 'Water Absorb', 'Unaware']"
0196,"['Synchronize', 'Magic Bounce']"
0197,"['Synchronize', 'Inner Focus']"
0198,"['Insomnia', 'Super Luck', 'Prankster']"
0199,"['Oblivious', 'Own Tempo', 'Regenerator']"
0199,"['Oblivious', 'Own Tempo', 'Regenerator']"
0200,['Levitate']
0201,['Levitate']
0202,"['Shadow Tag', 'Telepathy']"
0203,"['Inner Focus', 'Early Bird', 'Sap Sipper']"
0204,"['Sturdy', 'Overcoat']"
0205,"['Sturdy', 'Overcoat']"
0206,"['Serene Grace', 'Run Away', 'Rattled']"
0207,"['Hyper Cutter', 'Sand Veil', 'Immunity']"
0208,"['Rock Head', 'Sturdy', 'Sheer Force']"
0208,"['Rock Head', 'Sturdy', 'Sheer Force']"
0209,"['Intimidate', 'Run Away', 'Rattled']"
0210,"['Intimidate', 'Quick Feet', 'Rattled']"
0211,"['Poison Point', 'Swift Swim', 'Intimidate']"
0211,"['Poison Point', 'Swift Swim', 'Intimidate']"
0212,"['Swarm', 'Technician', 'Light Metal']"
0212,"['Swarm', 'Technician', 'Light Metal']"
0213,"['Sturdy', 'Gluttony', 'Contrary']"
0214,"['Swarm', 'Guts', 'Moxie']"
0214,"['Swarm', 'Guts', 'Moxie']"
0215,"['Inner Focus', 'Keen Eye', 'Pickpocket']"
0215,"['Inner Focus', 'Keen Eye', 'Pickpocket']"
0216,"['Pickup', 'Quick Feet', 'Honey Gather']"
0217,"['Guts', 'Quick Feet', 'Unnerve']"
0218,"['Magma Armor', 'Flame Body', 'Weak Armor']"
0219,"['Magma Armor', 'Flame Body', 'Weak Armor']"
0220,"['Oblivious', 'Snow Cloak', 'Thick Fat']"
0221,"['Oblivious', 'Snow Cloak', 'Thick Fat']"
0222,"['Hustle', 'Natural Cure', 'Regenerator']"
0222,"['Hustle', 'Natural Cure', 'Regenerator']"
0223,"['Hustle', 'Sniper', 'Moody']"
0224,"['Suction Cups', 'Sniper', 'Moody']"
0225,"['Vital Spirit', 'Hustle', 'Insomnia']"
0226,"['Swift Swim', 'Water Absorb', 'Water Veil']"
0227,"['Keen Eye', 'Sturdy', 'Weak Armor']"
0228,"['Early Bird', 'Flash Fire', 'Unnerve']"
0229,"['Early Bird', 'Flash Fire', 'Unnerve']"
0229,"['Early Bird', 'Flash Fire', 'Unnerve']"
0230,"['Swift Swim', 'Sniper', 'Damp']"
0231,"['Pickup', 'Sand Veil']"
0232,"['Sturdy', 'Sand Veil']"
0233,"['Trace', 'Download', 'Analytic']"
0234,"['Intimidate', 'Frisk', 'Sap Sipper']"
0235,"['Own Tempo', 'Technician', 'Moody']"
0236,"['Guts', 'Steadfast', 'Vital Spirit']"
0237,"['Intimidate', 'Technician', 'Steadfast']"
0238,"['Oblivious', 'Forewarn', 'Hydration']"
0239,"['Static', 'Vital Spirit']"
0240,"['Flame Body', 'Vital Spirit']"
0241,"['Thick Fat', 'Scrappy', 'Sap Sipper']"
0242,"['Natural Cure', 'Serene Grace', 'Healer']"
0243,"['Pressure', 'Inner Focus']"
0244,"['Pressure', 'Inner Focus']"
0245,"['Pressure', 'Inner Focus']"
0246,"['Guts', 'Sand Veil']"
0247,['Shed Skin']
0248,"['Sand Stream', 'Unnerve']"
0248,"['Sand Stream', 'Unnerve']"
0249,"['Pressure', 'Multiscale']"
0250,"['Pressure', 'Regenerator']"
0251,['Natural Cure']
0252,"['Overgrow', 'Unburden']"
0253,"['Overgrow', 'Unburden']"
0254,"['Overgrow', 'Unburden']"
0254,"['Overgrow', 'Unburden']"
0255,"['Blaze', 'Speed Boost']"
0256,"['Blaze', 'Speed Boost']"
0257,"['Blaze', 'Speed Boost']"
0257,"['Blaze', 'Speed Boost']"
0258,"['Torrent', 'Damp']"
0259,"['Torrent', 'Damp']"
0260,"['Torrent', 'Damp']"
0260,"['Torrent', 'Damp']"
0261,"['Run Away', 'Quick Feet', 'Rattled']"
0262,"['Intimidate', 'Quick Feet', 'Moxie']"
0263,"['Pickup', 'Gluttony', 'Quick Feet']"
0263,"['Pickup', 'Gluttony', 'Quick Feet']"
0264,"['Pickup', 'Gluttony', 'Quick Feet']"
0264,"['Pickup', 'Gluttony', 'Quick Feet']"
0265,"['Shield Dust', 'Run Away']"
0266,['Shed Skin']
0267,"['Swarm', 'Rivalry']"
0268,['Shed Skin']
0269,"['Shield Dust', 'Compound Eyes']"
0270,"['Swift Swim', 'Rain Dish', 'Own Tempo']"
0271,"['Swift Swim', 'Rain Dish', 'Own Tempo']"
0272,"['Swift Swim', 'Rain Dish', 'Own Tempo']"
0273,"['Chlorophyll', 'Early Bird', 'Pickpocket']"
0274,"['Chlorophyll', 'Early Bird', 'Pickpocket']"
0275,"['Chlorophyll', 'Early Bird', 'Pickpocket']"
0276,"['Guts', 'Scrappy']"
0277,"['Guts', 'Scrappy']"
0278,"['Keen Eye', 'Hydration', 'Rain Dish']"
0279,"['Keen Eye', 'Drizzle', 'Rain Dish']"
0280,"['Synchronize', 'Trace', 'Telepathy']"
0281,"['Synchronize', 'Trace', 'Telepathy']"
0282,"['Synchronize', 'Trace', 'Telepathy']"
0282,"['Synchronize', 'Trace', 'Telepathy']"
0283,"['Swift Swim', 'Rain Dish']"
0284,"['Intimidate', 'Unnerve']"
0285,"['Effect Spore', 'Poison Heal', 'Quick Feet']"
0286,"['Effect Spore', 'Poison Heal', 'Technician']"
0287,['Truant']
0288,['Vital Spirit']
0289,['Truant']
0290,"['Compound Eyes', 'Run Away']"
0291,"['Speed Boost', 'Infiltrator']"
0292,['Wonder Guard']
0293,"['Soundproof', 'Rattled']"
0294,"['Soundproof', 'Scrappy']"
0295,"['Soundproof', 'Scrappy']"
0296,"['Thick Fat', 'Guts', 'Sheer Force']"
0297,"['Thick Fat', 'Guts', 'Sheer Force']"
0298,"['Thick Fat', 'Huge Power', 'Sap Sipper']"
0299,"['Sturdy', 'Magnet Pull', 'Sand Force']"
0300,"['Cute Charm', 'Normalize', 'Wonder Skin']"
0301,"['Cute Charm', 'Normalize', 'Wonder Skin']"
0302,"['Keen Eye', 'Stall', 'Prankster']"
